name,detail_url,telefon,handy,fax,email,website,address,street,postal_code,city,district,categories
Firma EK Bauwerkabdichtung von Glasenapp GmbH,"https://www.hwk-muenchen.de/betriebe/ek-bauwerkabdichtung-von-glasenapp-gmbh-74,0,bdbdetail.html?id=110822",089 46169910,,089 461699123,zentrale@ek-abdichtung.de,http://WWW.ek-abdichtung.de,"EK Bauwerkabdichtung von Glasenapp GmbH, Salmdorfer Straße 1, 85540 Haar, Landkreis München",Salmdorfer Straße 1,85540,Haar,Landkreis München,Holz- und Bautenschützer (Mauerschutz und Holzimprägnierung in Gebäuden)
Firma Rück Service GmbH,"https://www.hwk-muenchen.de/betriebe/rueck-service-gmbh-74,0,bdbdetail.html?id=179440",,,,,,"Rück Service GmbH, Camerloherstraße 40, 85737 Ismaning, Landkreis München",Camerloherstraße 40,85737,Ismaning,Landkreis München,Installateur und Heizungsbauer
Firma Dentallabor Haußmann & Scholz GmbH,"https://www.hwk-muenchen.de/betriebe/dentallabor-haussmann-scholz-gmbh-74,0,bdbdetail.html?id=45792",,,,,,"Dentallabor Haußmann & Scholz GmbH, Glonner Straße 13 a, 85640 Putzbrunn, Landkreis München",Glonner Straße 13 a,85640,Putzbrunn,Landkreis München,Zahntechniker
Firma Fritz Schäffler GmbH & Co.,"https://www.hwk-muenchen.de/betriebe/fritz-schaeffler-gmbh-co-74,0,bdbdetail.html?id=46420",089 487283,,089 481036,info@schaeffler-dach.de,http://www.schaeffler-bedachungen.de,"Fritz Schäffler GmbH & Co., Wittelsbacherstraße 16, 85622 Feldkirchen, (, Kr München), Landkreis München",Wittelsbacherstraße 16,85622,Feldkirchen,Landkreis München,Spengler; Dachdecker
Firma Ferzandi Elektrotechnik GmbH,"https://www.hwk-muenchen.de/betriebe/ferzandi-elektrotechnik-gmbh-74,0,bdbdetail.html?id=349653",089 89306245,,089 89306249,,,"Ferzandi Elektrotechnik GmbH, An den Holzwiesen 8, 82131 Gauting, Landkreis Starnberg",Ferzandi Elektrotechnik GmbH,82131,Gauting,Landkreis Starnberg,Elektrotechniker
Firma Sanitär- und Heizungsinstalla- tion Gebrüder Reschke GmbH,"https://www.hwk-muenchen.de/betriebe/sanitaer-und-heizungsinstalla-tion-gebrueder-reschke-gmbh-74,0,bdbdetail.html?id=69213",089 89027355,,089 89027338,reschkehs@aol.com,,"Sanitär- und Heizungsinstalla- tion Gebrüder Reschke GmbH, Lohfeldstr. 9, 82178 Puchheim, Landkreis Fürstenfeldbruck",Lohfeldstr. 9,82178,Puchheim,Landkreis Fürstenfeldbruck,Installateur und Heizungsbauer
Firma Schotte Dachdeckerei und Spenglerei GmbH,"https://www.hwk-muenchen.de/betriebe/schotte-dachdeckerei-und-spenglerei-gmbh-74,0,bdbdetail.html?id=125318",089 469237,,089 4605776,schottegmbh@web.de,,"Schotte Dachdeckerei und Spenglerei GmbH, Bahnhofstraße 19, 85540 Haar, Landkreis München",Bahnhofstraße 19,85540,Haar,Landkreis München,Dachdecker; Spengler
Firma Feuerwerkstatt Adi Krämer GmbH,"https://www.hwk-muenchen.de/betriebe/feuerwerkstatt-adi-kraemer-gmbh-74,0,bdbdetail.html?id=110873",08142 469294,,08142 506550,post@feuerwerkstatt.de,,"Feuerwerkstatt Adi Krämer GmbH, Beethovenstraße 2, 82194 Gröbenzell, Landkreis Fürstenfeldbruck",Beethovenstraße 2,82194,Gröbenzell,Landkreis Fürstenfeldbruck,Ofen- und Luftheizungsbauer
Firma Gebäudereinigung Peukert GmbH,"https://www.hwk-muenchen.de/betriebe/gebaeudereinigung-peukert-gmbh-74,0,bdbdetail.html?id=78247",089 845591,,089 8404248,info@peukert-online.de,,"Gebäudereinigung Peukert GmbH, Vogelsangstraße 33, 82178 Puchheim, (, Oberbay), Landkreis Fürstenfeldbruck",Vogelsangstraße 33,82178,Puchheim,Landkreis Fürstenfeldbruck,Gebäudereiniger
Firma Medimobility GmbH,"https://www.hwk-muenchen.de/betriebe/medimobility-gmbh-74,0,bdbdetail.html?id=363348",08092 4669,01575 3046193,,info@medimobility.de,http://www.medimobility.de,"Medimobility GmbH, Händelstraße 33, 85622 Feldkirchen, (, Kr München), Landkreis München",Händelstraße 33,85622,Feldkirchen,Landkreis München,Elektrotechniker
Firma Bartsch GmbH,"https://www.hwk-muenchen.de/betriebe/bartsch-gmbh-74,0,bdbdetail.html?id=120111",089 456 980 3,,089 456 980 50,info@bartschputzbrunn.de,http://www.bartschputzbrunn.de,"Bartsch GmbH, Glonner Straße 12, 85640 Putzbrunn, Landkreis München",Glonner Straße 12,85640,Putzbrunn,Landkreis München,"Installateur und Heizungsbauer; Kälteanlagenbauer (beschränkt auf die Installation, Inbetriebnahme, Instandhaltung und Entsorgung fabrikgemäß hergestellter und betriebsfertiger Klimaanlagen und Wärmepumpen und Kältemitteln (nach DIN EN 378-1) der Sicherheitsgruppe A1, mit Kältemitteln der Sicherheitsgruppe A2L und mit Kältemitteln der Sicherheitsgruppe A3)"
Firma Klasse Sommergarten GmbH,"https://www.hwk-muenchen.de/betriebe/klasse-sommergarten-gmbh-74,0,bdbdetail.html?id=422490",089 12227351,0157 77208156,,post@klasse-sommergarten.de,http://www.klasse-sommergarten.de,"Klasse Sommergarten GmbH, Siedlungstraße 9, 85609 Aschheim, Landkreis München",Siedlungstraße 9,85609,Aschheim,Landkreis München,"Metallbauer; Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma Elektro Josef Schmid GmbH,"https://www.hwk-muenchen.de/betriebe/elektro-josef-schmid-gmbh-74,0,bdbdetail.html?id=51516",,,,,,"Elektro Josef Schmid GmbH, Camerloherstraße 17 // 1, 85737 Ismaning, Landkreis München",Camerloherstraße 17 // 1,85737,Ismaning,Landkreis München,Elektrotechniker
Firma AZT Automotive GmbH,"https://www.hwk-muenchen.de/betriebe/azt-automotive-gmbh-74,0,bdbdetail.html?id=40670",089 38 00-0,,089 38 00-6336,karin.tischner@allianz.de,,"AZT Automotive GmbH, Münchener Str. 89, 85737 Ismaning, Landkreis München",Münchener Str. 89,85737,Ismaning,Landkreis München,Kraftfahrzeugtechniker
Firma Komfort Haustechnik GmbH,"https://www.hwk-muenchen.de/betriebe/komfort-haustechnik-gmbh-74,0,bdbdetail.html?id=227737",,0177 3297765,,,,"Komfort Haustechnik GmbH, Roseggerstraße 4, 85540 Haar, (, Kr München), Landkreis München",Roseggerstraße 4,85540,Haar,Landkreis München,Installateur und Heizungsbauer
Firma Schleißheimer Gerätebau GmbH,"https://www.hwk-muenchen.de/betriebe/schleissheimer-geraetebau-gmbh-74,0,bdbdetail.html?id=148240",08142 7213,,08142 5594,info@schleissheimer-gmbh.de,http://www.metallbau-groebenzell.de,"Schleißheimer Gerätebau GmbH, Angerstraße 2, 82194 Gröbenzell, Landkreis Fürstenfeldbruck",Angerstraße 2,82194,Gröbenzell,Landkreis Fürstenfeldbruck,Feinwerkmechaniker
Firma ELSA automation maintenance GmbH,"https://www.hwk-muenchen.de/betriebe/elsa-automation-maintenance-gmbh-74,0,bdbdetail.html?id=229423",089 903 38 12,,,info@elsa-service.de,,"ELSA automation maintenance GmbH, Ismaninger Straße 4, 85609 Aschheim, Landkreis München",Ismaninger Straße 4,85609,Aschheim,Landkreis München,Elektrotechniker; Elektromaschinenbauer
Firma Fritsch Fernmeldebau GmbH,"https://www.hwk-muenchen.de/betriebe/fritsch-fernmeldebau-gmbh-74,0,bdbdetail.html?id=74463",+49 81319 023900,0172 7609778,,info@fritsch-fernmeldebau.de,http://www.fritsch-fernmeldebau.de,"Fritsch Fernmeldebau GmbH, Wettersteinring 13, 85221 Dachau, Landkreis Dachau",Wettersteinring 13,85221,Dachau,Landkreis Dachau,Elektrotechniker
Firma Wilhelm Rück GmbH,"https://www.hwk-muenchen.de/betriebe/wilhelm-rueck-gmbh-74,0,bdbdetail.html?id=88464",089 968316,,089 968330,w.rueck.gmbh@arcor.de,,"Wilhelm Rück GmbH, Wasserturmstraße 38, 85737 Ismaning, Landkreis München",Wasserturmstraße 38,85737,Ismaning,Landkreis München,Installateur und Heizungsbauer
Firma Optik Lachenmaier GmbH,"https://www.hwk-muenchen.de/betriebe/optik-lachenmaier-gmbh-74,0,bdbdetail.html?id=219910",089 4604366,,089 467757,info@optik-lachenmaier.de,http://www.optik-lachenmaier.de,"Optik Lachenmaier GmbH, Bahnhofstraße 2 b, 85540 Haar, Landkreis München",Bahnhofstraße 2 b,85540,Haar,Landkreis München,Augenoptiker
Firma Schlosserei Stahlbau Schröfl GmbH,"https://www.hwk-muenchen.de/betriebe/schlosserei-stahlbau-schroefl-gmbh-74,0,bdbdetail.html?id=352392",089 8502206,,089 8500452,schlosserei@schroefl.de,http://www.schroefl.de,"Schlosserei Stahlbau Schröfl GmbH, Gut Wandelheim _, 82110 Germering, (, Oberbay), Landkreis Fürstenfeldbruck",82110 Germering,82110,Germering,Landkreis Fürstenfeldbruck,Metallbauer
Firma Baresel GmbH Niederlassung München,"https://www.hwk-muenchen.de/betriebe/baresel-gmbh-niederlassung-muenchen-74,0,bdbdetail.html?id=149613",,,,,,"Baresel GmbH Niederlassung München, Keferloh 1, 85630 Grasbrunn, Landkreis München",Baresel GmbH Niederlassung München,85630,Grasbrunn,Landkreis München,Maurer und Betonbauer
Firma xWERK GmbH,"https://www.hwk-muenchen.de/betriebe/xwerk-gmbh-74,0,bdbdetail.html?id=191537",+49 81312 752470,,+49 81312 7524729,m.zeller@x-dentalwerk.com,,"xWERK GmbH, Wettersteinring 17, 85221 Dachau, Landkreis Dachau",Wettersteinring 17,85221,Dachau,Landkreis Dachau,Zahntechniker
Firma Orthopädietechnik Norbert Maier GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/orthopaedietechnik-norbert-maier-gmbh-co-kg-74,0,bdbdetail.html?id=167212",089 6884242,,089 6884244,,,"Orthopädietechnik Norbert Maier GmbH & Co. KG, Bahnhofsplatz 4 c - 4 d, 85540 Haar, (, Kr München), Landkreis München",Bahnhofsplatz 4 c - 4 d,85540,Haar,Landkreis München,"Orthopädietechniker (Mittwoch bis Freitag); Orthopädieschuhmacher (Montag, Dienstag, Donnerstag, Freitag)"
Firma Lippert Glaserei GmbH,"https://www.hwk-muenchen.de/betriebe/lippert-glaserei-gmbh-74,0,bdbdetail.html?id=106754",,,,,,"Lippert Glaserei GmbH, Brandstr. 6, 85540 Haar, Landkreis München",Brandstr. 6,85540,Haar,Landkreis München,Glaser
Firma Jürgen Hofmeister GmbH,"https://www.hwk-muenchen.de/betriebe/juergen-hofmeister-gmbh-74,0,bdbdetail.html?id=36136",089 9032325,,089 9038768,Juergen.Hofmeister@gmx.net,,"Jürgen Hofmeister GmbH, Jakob-Wagner-Str. 5, 85622 Feldkirchen, Landkreis München",Jakob-Wagner-Str. 5,85622,Feldkirchen,Landkreis München,Installateur und Heizungsbauer
Firma Schwarz Bestattungsdienst GmbH,"https://www.hwk-muenchen.de/betriebe/schwarz-bestattungsdienst-gmbh-74,0,bdbdetail.html?id=82272",089 4623760,,,info@schwarz-bestattungsdienst.de,http://www.schwarz-bestattungsdienst.de,"Schwarz Bestattungsdienst GmbH, Auzingerstr. 16, 85540 Haar, Landkreis München",Auzingerstr. 16,85540,Haar,Landkreis München,Bestatter
Firma Signum Industrie- und Gebäudetechnik GmbH,"https://www.hwk-muenchen.de/betriebe/signum-industrie-und-gebaeudetechnik-gmbh-74,0,bdbdetail.html?id=261488",+4989 43630180,+49173 7017809,+4989 4363018299,info@signum-gte.de,,"Signum Industrie- und  Gebäudetechnik GmbH, Wernher-von-Braun-Straße 10, 85640 Putzbrunn, Landkreis München",Wernher-von-Braun-Straße 10,85640,Putzbrunn,Landkreis München,Installateur und Heizungsbauer; Kälteanlagenbauer
Firma Berg-am-Laimer Backhaus Max Aumüller GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/berg-am-laimer-backhaus-max-aumueller-gmbh-co-kg-74,0,bdbdetail.html?id=12628",089 45238001,,089 45238099,mail@max-aumueller.de,http://www.max-aumueller.de,"Berg-am-Laimer Backhaus Max Aumüller GmbH & Co. KG, Münchner Str. 2, 85622 Feldkirchen, Landkreis München",Münchner Str. 2,85622,Feldkirchen,Landkreis München,Bäcker; Konditoren
Firma Daimer GmbH Türmanagement,"https://www.hwk-muenchen.de/betriebe/daimer-gmbh-tuermanagement-74,0,bdbdetail.html?id=102263",089 9610960,,089 96109696,dtm@daimer.de,https://www.daimer.de/dtm/,"Daimer GmbH Türmanagement, Wasserturmstraße 14, 85737 Ismaning, Landkreis München",Wasserturmstraße 14,85737,Ismaning,Landkreis München,Metallbauer (- beschränkt auf die Montage von Sicherheitseinrichtungen); Feinwerkmechaniker
Firma Mietwasch GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/mietwasch-gmbh-co-kg-74,0,bdbdetail.html?id=224450",+4989744 199 920,,+4989744 199 929,info@mietwasch.de,http://www.mietwasch.de,"Mietwasch GmbH & Co. KG, Junkersstr. 2, 82178 Puchheim, (, Oberbay), Landkreis Fürstenfeldbruck",Junkersstr. 2,82178,Puchheim,Landkreis Fürstenfeldbruck,Elektrotechniker
Firma Lenk GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/lenk-gmbh-co-kg-74,0,bdbdetail.html?id=183549",089 1490910,,,,,"Lenk GmbH & Co. KG, Industriestraße 9, 85609 Aschheim, Landkreis München",Industriestraße 9,85609,Aschheim,Landkreis München,Dachdecker; Spengler
Firma innovo Bau GmbH,"https://www.hwk-muenchen.de/betriebe/innovo-bau-gmbh-74,0,bdbdetail.html?id=343313",08131 904900,,08131 9049020,info@innovo-bau.de,http://www.innovo-bau.de,"innovo Bau GmbH, Wallbergstraße 12 - 18, 85221 Dachau, Landkreis Dachau",Wallbergstraße 12 - 18,85221,Dachau,Landkreis Dachau,Maurer und Betonbauer
Firma Randlshofer Gebäudetechnik GmbH,"https://www.hwk-muenchen.de/betriebe/randlshofer-gebaeudetechnik-gmbh-74,0,bdbdetail.html?id=35923",089804422,,,info@randlshofer.de,http://www.Randlshofer.de,"Randlshofer Gebäudetechnik GmbH, Junkersstraße 4, 82178 Puchheim, Landkreis Fürstenfeldbruck",Junkersstraße 4,82178,Puchheim,Landkreis Fürstenfeldbruck,Installateur und Heizungsbauer; Elektrotechniker
Firma DHS Gebäudetechnik GmbH,"https://www.hwk-muenchen.de/betriebe/dhs-gebaeudetechnik-gmbh-74,0,bdbdetail.html?id=386152",,017621527859,,info@dhs-gt.de,,"DHS Gebäudetechnik GmbH, Parkstraße 16, 85748 Garching, (b München), Landkreis München",Parkstraße 16,85748,Garching,Landkreis München,Installateur und Heizungsbauer
Firma Swac Schmitt-Walter Automation Consult GmbH,"https://www.hwk-muenchen.de/betriebe/swac-schmitt-walter-automation-consult-gmbh-74,0,bdbdetail.html?id=36613",089 6131987,,089 6134530,,,"Swac Schmitt-Walter Automation Consult GmbH, Ödenpullach 1, 82041 Oberhaching, Landkreis München",Swac Schmitt-Walter Automation Consult GmbH,82041,Oberhaching,Landkreis München,Elektrotechniker
Firma Zuckersucht GmbH,"https://www.hwk-muenchen.de/betriebe/zuckersucht-gmbh-74,0,bdbdetail.html?id=346972",089 95995810,,089 959958111,post@zuckersucht.de,http://www.zuckersucht.de,"Zuckersucht GmbH, Sternstraße 6, 85609 Aschheim, Landkreis München",Sternstraße 6,85609,Aschheim,Landkreis München,Konditoren
Firma Kick Bauunternehmung GmbH,"https://www.hwk-muenchen.de/betriebe/kick-bauunternehmung-gmbh-74,0,bdbdetail.html?id=74296",,,,,,"Kick Bauunternehmung GmbH, Hauptstraße 42, 85737 Ismaning, Landkreis München",Hauptstraße 42,85737,Ismaning,Landkreis München,"Maurer und Betonbauer (beschränkt auf Neu- und Demontage von industriell vorgefertigten System-Schornsteinelementen, sowie die damit verbundenen Maueröffnungs- und Schließungsarbeiten bis zu Einzelgröße von 0,5 qm)"
Firma Naturstein Pätzold GmbH,"https://www.hwk-muenchen.de/betriebe/naturstein-paetzold-gmbh-74,0,bdbdetail.html?id=12899",089 9035232,0172 9234307,089 9038242,robertpaetzold@t-online.de,,"Naturstein Pätzold GmbH, Industriestraße 10, 85609 Aschheim, Landkreis München",Industriestraße 10,85609,Aschheim,Landkreis München,Steinmetzen und Steinbildhauer
Firma Bavaria Kälte-Klima GmbH,"https://www.hwk-muenchen.de/betriebe/bavaria-kaelte-klima-gmbh-74,0,bdbdetail.html?id=240445",+49 89 82080790,,+49 89 820807910,muenchen@kaelte-klima-gmbh.de,http://www.kaelte-klima-gmbh.de,"Bavaria Kälte-Klima GmbH, Sternstraße 4, 85609 Aschheim, Landkreis München",Sternstraße 4,85609,Aschheim,Landkreis München,Kälteanlagenbauer
Firma SWARCO DAMBACH GmbH,"https://www.hwk-muenchen.de/betriebe/swarco-dambach-gmbh-74,0,bdbdetail.html?id=166345",08124 60930,,,,,"SWARCO DAMBACH GmbH, Richard-Reitzner-Allee 1, 85540 Haar, (, Kr München), Landkreis München",Richard-Reitzner-Allee 1,85540,Haar,Landkreis München,Elektrotechniker
Firma SWARCO Traffic Systems GmbH,"https://www.hwk-muenchen.de/betriebe/swarco-traffic-systems-gmbh-74,0,bdbdetail.html?id=31688",089 89699386,,089 89699331,franz.habermeier@swarco.de,http://www.swarco.com,"SWARCO Traffic Systems GmbH, Richard-Reitzner-Allee 1, 85540 Haar, (, Kr München), Landkreis München",Richard-Reitzner-Allee 1,85540,Haar,Landkreis München,Elektrotechniker
"Firma Werner Klima-, Kälte und Lüftungsbau GmbH","https://www.hwk-muenchen.de/betriebe/werner-klima-kaelte-und-lueftungsbau-gmbh-74,0,bdbdetail.html?id=8224",089 9503490,,089 9503135,werner-klimatechnik@web.de,,"Werner Klima-, Kälte und Lüftungsbau GmbH, Eichenstr. 13, 85737 Ismaning, Landkreis München",Eichenstr. 13,85737,Ismaning,Landkreis München,Kälteanlagenbauer
Firma Hoffmann Gebäudetechnik GmbH,"https://www.hwk-muenchen.de/betriebe/hoffmann-gebaeudetechnik-gmbh-74,0,bdbdetail.html?id=7703",089 20185337,0172 8442990,089 20353951,j.hoffmann@hoffmann-gebaeudetechnik.de,,"Hoffmann Gebäudetechnik GmbH, Junkersstraße 1, 82178 Puchheim, (, Oberbay), Landkreis Fürstenfeldbruck",Junkersstraße 1,82178,Puchheim,Landkreis Fürstenfeldbruck,Elektrotechniker; Informationstechniker
Firma Gebäudereinigung Karl Fischer GmbH,"https://www.hwk-muenchen.de/betriebe/gebaeudereinigung-karl-fischer-gmbh-74,0,bdbdetail.html?id=88091",089 39299749,0171 5309142,089 39299748,,,"Gebäudereinigung Karl Fischer GmbH, Dolomitenweg 10, 85609 Aschheim, Landkreis München",Dolomitenweg 10,85609,Aschheim,Landkreis München,Gebäudereiniger
"Firma AWR-Service Gebäudereinigung GmbH Meisterbetrieb f. Reinigung Pflege, Hygiene, Kurierdienst","https://www.hwk-muenchen.de/betriebe/awr-service-gebaeudereinigung-gmbh-meisterbetrieb-f-reinigung-pflege-hygiene-kurierdienst-74,0,bdbdetail.html?id=73137",089 70059595,0171 5060475,089 70059595,info@awr-service.de,http://www.awr-service.de,"AWR-Service Gebäudereinigung GmbH Meisterbetrieb f. Reinigung Pflege, Hygiene, Kurierdienst, Am Fohlengarten 6 a, 85764 Oberschleißheim, Landkreis München","AWR-Service Gebäudereinigung GmbH Meisterbetrieb f. Reinigung Pflege, Hygiene, Kurierdienst",85764,Oberschleißheim,Landkreis München,Gebäudereiniger
Firma Enbekon GmbH,"https://www.hwk-muenchen.de/betriebe/enbekon-gmbh-74,0,bdbdetail.html?id=371988",+ 49 89 2154718-0,,+ 49 89 2154718-90,service@enbekon.eu,http://www.enbekon.eu,"Enbekon GmbH, Lilienthalstraße 3, 82178 Puchheim, (, Oberbay), Landkreis Fürstenfeldbruck",Lilienthalstraße 3,82178,Puchheim,Landkreis Fürstenfeldbruck,Elektrotechniker; Informationstechniker
Firma Lupse & Lupse Haustechnik GmbH,"https://www.hwk-muenchen.de/betriebe/lupse-lupse-haustechnik-gmbh-74,0,bdbdetail.html?id=37118",,,,,,"Lupse & Lupse Haustechnik GmbH, Leibstr. 32, 85540 Haar, Landkreis München",Leibstr. 32,85540,Haar,Landkreis München,Installateur und Heizungsbauer
Firma ESR Technik Elektrotechnik GmbH,"https://www.hwk-muenchen.de/betriebe/esr-technik-elektrotechnik-gmbh-74,0,bdbdetail.html?id=23026",089 9004820,,089 90048299,,,"ESR Technik Elektrotechnik GmbH, Alpenstraße 46, 85609 Aschheim, Landkreis München",Alpenstraße 46,85609,Aschheim,Landkreis München,Elektrotechniker
Firma Back Mediterran GmbH,"https://www.hwk-muenchen.de/betriebe/back-mediterran-gmbh-74,0,bdbdetail.html?id=208905",,,,,,"Back Mediterran GmbH, Dirnismanning 16, 85748 Garching, (b München), Landkreis München",Back Mediterran GmbH,85748,Garching,Landkreis München,Bäcker
Firma Christoph Waldmann GmbH,"https://www.hwk-muenchen.de/betriebe/christoph-waldmann-gmbh-74,0,bdbdetail.html?id=60215",,,,,,"Christoph Waldmann GmbH, Wallbergstr. 2, 82194 Gröbenzell, Landkreis Fürstenfeldbruck",Wallbergstr. 2,82194,Gröbenzell,Landkreis Fürstenfeldbruck,Maler und Lackierer (ausgenommen Fahrzeuglackierungen)
Firma REWE Markt GmbH Zweigniederlassung Eching/Mü.,"https://www.hwk-muenchen.de/betriebe/rewe-markt-gmbh-zweigniederlassung-eching-mue-74,0,bdbdetail.html?id=41459",,,,,,"REWE Markt GmbH Zweigniederlassung Eching/Mü., Saturnstr., 85609 Aschheim, Landkreis München",Saturnstr.,85609,Aschheim,Landkreis München,Metzger
Firma Elmatic GmbH,"https://www.hwk-muenchen.de/betriebe/elmatic-gmbh-74,0,bdbdetail.html?id=174779",089 89459760,,089 89459789,muenchen@elmatic.de,http://www.elmatic.de,"Elmatic GmbH, Lilienthalstraße 1, 82178 Puchheim, (, Oberbay), Landkreis Fürstenfeldbruck",Lilienthalstraße 1,82178,Puchheim,Landkreis Fürstenfeldbruck,Elektrotechniker; Kälteanlagenbauer; Installateur und Heizungsbauer
Firma Graf Tief- und Rohrleitungsbau GmbH,"https://www.hwk-muenchen.de/betriebe/graf-tief-und-rohrleitungsbau-gmbh-74,0,bdbdetail.html?id=201245",089 858376-91,0163 6961173,089 858376-93,Graf-Tiefbau@t-online.de,,"Graf Tief- und Rohrleitungsbau GmbH, Josefstraße 23 Halle 36, 82178 Puchheim, (, Oberbay), Landkreis Fürstenfeldbruck",Josefstraße 23 Halle 36,82178,Puchheim,Landkreis Fürstenfeldbruck,Straßenbauer
Firma Werkmüller Seidel GmbH,"https://www.hwk-muenchen.de/betriebe/werkmueller-seidel-gmbh-74,0,bdbdetail.html?id=64019",08131 71928,,08131 71954,,,"Werkmüller Seidel GmbH, Lorenz-Scherer-Straße 11, 85221 Dachau, Landkreis Dachau",Lorenz-Scherer-Straße 11,85221,Dachau,Landkreis Dachau,Installateur und Heizungsbauer
Firma ants & friends GmbH,"https://www.hwk-muenchen.de/betriebe/ants-friends-gmbh-74,0,bdbdetail.html?id=98136",089 96203725,,089 96203726,Zupancic@ants-and-friends.de,http://www.ants-and-friends.de,"ants & friends GmbH, Dorfstr. 23, 85737 Ismaning, Landkreis München",Dorfstr. 23,85737,Ismaning,Landkreis München,Gebäudereiniger
Firma EPN GmbH,"https://www.hwk-muenchen.de/betriebe/epn-gmbh-74,0,bdbdetail.html?id=373853",08102 7783302,0151 44839349,08102 7783301,poutot@icloud.com,,"EPN GmbH, Jäger-von-Fall-Straße 18 a, 85662 Hohenbrunn, Landkreis München",Jäger-von-Fall-Straße 18 a,85662,Hohenbrunn,Landkreis München,Feinwerkmechaniker
Firma RSP GmbH,"https://www.hwk-muenchen.de/betriebe/rsp-gmbh-74,0,bdbdetail.html?id=258550",+4981029948910,,+4981029948920,info@rsp.gmbh,http://www.kulturgut-restaurierung.de,"RSP GmbH, Sankt-Georg-Straße 3, 85649 Brunnthal, (, Kr München), Landkreis München",Sankt-Georg-Straße 3,85649,Brunnthal,Landkreis München,Schreiner (beschränkt auf die Restaurierung von Möbeln und Holzobjekten)
Firma Wilhelm Estrichbau Meisterbetrieb GmbH,"https://www.hwk-muenchen.de/betriebe/wilhelm-estrichbau-meisterbetrieb-gmbh-74,0,bdbdetail.html?id=45012",089 7693542,0172 9129110,089 7698179,wilhelm-estrichbau@gmx.de,,"Wilhelm Estrichbau Meisterbetrieb GmbH, Rotdornstraße 16 f, 85764 Oberschleißheim, Landkreis München",Rotdornstraße 16 f,85764,Oberschleißheim,Landkreis München,Estrichleger
Firma Duran & Sarac GmbH Karosserie Meisterbetrieb,"https://www.hwk-muenchen.de/betriebe/duran-sarac-gmbh-karosserie-meisterbetrieb-74,0,bdbdetail.html?id=50136",+49 89 32462496,+49 172 4555995,+49 89 32462584,info@duran-sarac.de,http://duran-sarac.de,"Duran & Sarac GmbH Karosserie Meisterbetrieb, Schleißheimer Straße 126, 85748 Garching, Landkreis München",Schleißheimer Straße 126,85748,Garching,Landkreis München,Karosserie- und Fahrzeugbauer; Kraftfahrzeugtechniker
Firma Maschinenbau Eggerstorfer GmbH,"https://www.hwk-muenchen.de/betriebe/maschinenbau-eggerstorfer-gmbh-74,0,bdbdetail.html?id=50736",,,,,,"Maschinenbau Eggerstorfer GmbH, Hackerstraße 18, 85764 Oberschleißheim, Landkreis München",Hackerstraße 18,85764,Oberschleißheim,Landkreis München,Feinwerkmechaniker
Firma Schreinerei Josef Wimmer GmbH,"https://www.hwk-muenchen.de/betriebe/schreinerei-josef-wimmer-gmbh-74,0,bdbdetail.html?id=147470",,,,,,"Schreinerei Josef Wimmer GmbH, Jäger-v.Fall-Str. 3, 85662 Hohenbrunn, Landkreis München",Jäger-v.Fall-Str. 3,85662,Hohenbrunn,Landkreis München,Schreiner
Firma Elektro Hido GmbH,"https://www.hwk-muenchen.de/betriebe/elektro-hido-gmbh-74,0,bdbdetail.html?id=378969",+498990934343,+4915236979735,+498990934345,info@elektrohido.de,http://www.elektrohido.de,"Elektro Hido GmbH, Rosenstraße 3, 82178 Puchheim, (, Oberbay), Landkreis Fürstenfeldbruck",Rosenstraße 3,82178,Puchheim,Landkreis Fürstenfeldbruck,Elektrotechniker
Firma Aquatherm Technik GmbH Heizungs-Sanitär,"https://www.hwk-muenchen.de/betriebe/aquatherm-technik-gmbh-heizungs-sanitaer-74,0,bdbdetail.html?id=83475",+49 89 9918920,,+49 89 99189231,info@aquatherm-technik.de,http://www.aquatherm-technik.de,"Aquatherm Technik GmbH Heizungs-Sanitär, Kopernikusstraße 19, 85609 Aschheim, Landkreis München",Kopernikusstraße 19,85609,Aschheim,Landkreis München,Installateur und Heizungsbauer
Firma SAB GmbH & Co.KG,"https://www.hwk-muenchen.de/betriebe/sab-gmbh-co-kg-74,0,bdbdetail.html?id=68471",+498946261570,,+4989462615729,sab-Putzbrunn@t-online.de,http://www.s-a-b.de,"SAB GmbH & Co.KG, Michael-Haslbeck-Straße 22, 85640 Putzbrunn, Landkreis München",Michael-Haslbeck-Straße 22,85640,Putzbrunn,Landkreis München,Metallbauer; Elektrotechniker
Firma Genc Gebäudereinigung GmbH,"https://www.hwk-muenchen.de/betriebe/genc-gebaeudereinigung-gmbh-74,0,bdbdetail.html?id=189490",,,,,,"Genc Gebäudereinigung GmbH, Rudolf-Schöppe-Weg 33, 85748 Garching, (b München), Landkreis München",Rudolf-Schöppe-Weg 33,85748,Garching,Landkreis München,Gebäudereiniger
